objectid,collectionid,parentid,display_template,sequence,title,archival_call_number,archival_collection,finding_aid_ark,archival_series_title,folder_title,box,folder_num,contributing_institution,contributing_institution_uri,personal_creator,personal_creator_uri,corporate_creator,corporate_creator_uri,interviewee,interviewee_uri,interviewer,interviewer_uri,personal_contributor,personal_contributor_uri,corporate_contributor,corporate_contributor_uri,description,language,subject,subject_uri,location,location_uri,latitude,longitude,geodetic_datum,personal_name_subject,personal_name_subject_uri,corporate_name_subject,corporate_name_subject_uri,chronological_subject,extent,medium,medium_uri,genre,genre_uri,type,format,rights,rights_management_valueURI,date,date_digital,publisher,publisher_uri,ark,pres_file,filename,image_small,image_thumb,object_location,object_pdf,image_alt_text,object_ocr,object_hocr,object_transcript,avian_id,uid,issuance,issuance_start,issuance_end,frequency,relation,relation_uri,disclaimer,digital_origin
mezvinsky227,mezvinsky,mezvinsky228,child,5,Standing view,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,2009-008-001_Mezvinsky_gavel-05.tif,2009-008-001_mezvinsky_gavel-05.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/2009-008-001_mezvinsky_gavel-05_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/2009-008-001_mezvinsky_gavel-05_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/2009-008-001_mezvinsky_gavel-05.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky229,mezvinsky,,simple,0,Certificate of appreciation presented to Congressman Edward Mezvinsky (Iowa) for his leadership in advancing the cause of world order in the 93rd & 94th Congress,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,United Nations Reform Electoral Campaign Committee,,,,,,"Hoffmann, Walter",,,,"Certificate of appreciation presented to Edward Mezvinsky by the United Nations Reform Electoral Campaign Committee in September, 1976, for his leadership in promoting world order.",eng,International cooperation,http://id.worldcat.org/fast/976857,,,,,,,,United States. Congress. House,http://id.loc.gov/authorities/names/n79107874,1970s,1 item,,,certificates,http://vocab.getty.edu/aat/300026841,Text,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,1976-09,2016-05-24,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,https://n2t.net/ark:/87292/w9n27j,0274_Mezvinsky_0021-001-001.tif,0274_mezvinsky_0021-001-001.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/0274_mezvinsky_0021-001-001_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/0274_mezvinsky_0021-001-001_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/0274_mezvinsky_0021-001-001.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/pdf/mezvinsky229.pdf,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital; Digitized with Plustek
mezvinsky230,mezvinsky,,simple,0,Certificate of election,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,Iowa. Executive Department,http://id.loc.gov/authorities/names/n83074486,,,,,,,,,"Certificate of election verifying Edward Mezvinsky's election as an Iowa state representative in Johnson County on November 5, 1968.",eng,Elections,http://id.worldcat.org/fast/904324,,,,,,"Mezvinsky, Edward M.",http://id.loc.gov/authorities/names/n89604784,Iowa. General Assembly. House of Representatives,http://id.loc.gov/authorities/names/n80129013,1960s,1 item,,,certificates,http://vocab.getty.edu/aat/300026841,Text,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,1968-12-09,2016-05-24,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,https://n2t.net/ark:/87292/w9h847,0274_Mezvinsky_0021-002-001.tif,0274_mezvinsky_0021-002-001.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/0274_mezvinsky_0021-002-001_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/0274_mezvinsky_0021-002-001_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/0274_mezvinsky_0021-002-001.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/pdf/mezvinsky230.pdf,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital; Digitized with Plustek
mezvinsky231,mezvinsky,,simple,0,Presidential certificate designating Edward Mezvinsky Representative of the United States of America on the Human Rights Commission,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,"Carter, Jimmy, 1924-",http://id.loc.gov/authorities/names/n79021791,,,,,,,,,,,Certificate signed by Jimmy Carter designating Edward Mezvinsky as the Representative of the United State of America on the Human Rights Commission of the Economic and Social Council of the United Nations.,eng,,,,,,,,"Mezvinsky, Edward M.",http://id.loc.gov/authorities/names/n89604784,United Nations. Commission on Human Rights,http://id.loc.gov/authorities/names/n79105785,1970s,1 item,,,certificates,http://vocab.getty.edu/aat/300026841,Text,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,1977-07-15,2018-08-28,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,https://n2t.net/ark:/87292/w9ck3q,0274_Mezvinsky_ovr-01.tif,0274_mezvinsky_ovr-01.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/0274_mezvinsky_ovr-01_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/0274_mezvinsky_ovr-01_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/0274_mezvinsky_ovr-01.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/pdf/mezvinsky231.pdf,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital; Digitized with Plustek
mezvinsky234,mezvinsky,,complex,0,"The National Bicentennial Medal presented to Honorable Edward Mezvinsky by the American Revolution Bicentennial Administration, 1976",MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,National Bicentennial Medal presented to Edward Mezvinsky by the American Revolution Bicentennial Administration in 1976. The medal is incorporated into a plaque that includes a description of the medal's symbolism on the plaque's back.,eng,American Revolution Bicentennial (1976),http://id.worldcat.org/fast/1709740,,,,,,,,,,1970s,1 item,,,plaques (flat objects),http://vocab.getty.edu/aat/300010262,Physical Object,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,1976,2016-05-24,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,https://n2t.net/ark:/87292/w97s0d,,,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/2009-008-003_mezvinsky_plaque_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/2009-008-003_mezvinsky_plaque_th.jpg,,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital; Digitized with Plustek
mezvinsky232,mezvinsky,mezvinsky234,child,1,Front,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,2009-008-003_Mezvinsky_plaque.tif,2009-008-003_mezvinsky_plaque.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/2009-008-003_mezvinsky_plaque_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/2009-008-003_mezvinsky_plaque_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/2009-008-003_mezvinsky_plaque.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky233,mezvinsky,mezvinsky234,child,2,Back,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,2009-008-003_Mezvinsky_plaque-back.tif,2009-008-003_mezvinsky_plaque-back.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/2009-008-003_mezvinsky_plaque-back_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/2009-008-003_mezvinsky_plaque-back_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/2009-008-003_mezvinsky_plaque-back.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky235,mezvinsky,,simple,0,"Signed front cover of ""Impeachment of Richard M. Nixon, President of the United States""",MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,"Front cover of ""Impeachment of Richard M. Nixon, President of the United States: Report of the Committee on the Judiciary, House of Representatives."" The cover is signed by the members of the Committee to Impeachment Richard Nixon.",eng,Grand jury;Watergate Affair (1972-1974),http://id.worldcat.org/fast/946332;http://id.worldcat.org/fast/1172679,,,,,,,,United States. Congress. House,http://id.loc.gov/authorities/names/n79107874,1970s,1 item,,,reports,http://vocab.getty.edu/aat/300027267,Text,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,1974,2016-05-24,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,https://n2t.net/ark:/87292/w9427w,2009-008-002_Mezvinsky_report-cover.tif,2009-008-002_mezvinsky_report-cover.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/2009-008-002_mezvinsky_report-cover_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/2009-008-002_mezvinsky_report-cover_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/2009-008-002_mezvinsky_report-cover.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/pdf/mezvinsky235.pdf,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital; Digitized with Plustek
mezvinsky242,mezvinsky,,complex,0,"Inauguration ceremonies program: January twentieth, nineteen hundred seventy-three",MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,"Program for the second inauguration of Richard M. Nixon as president of the United States on January 20, 1973.",eng,Presidents--Inauguration,http://id.worldcat.org/fast/1075771,,,,,,"Nixon, Richard M. (Richard Milhous), 1913-1994",http://id.loc.gov/authorities/names/n79018757,,,1970s,6 pages,,,souvenir programs,http://vocab.getty.edu/aat/300253341,Text,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,1973-01-20,2018-09-28,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,https://n2t.net/ark:/87292/w9085z,,,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_001_013_004_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_001_013_004_th.jpg,,https://digitalcollections.iastatedigital.org/objects/mezvinsky/pdf/mezvinsky242.pdf,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital; Digitized with Plustek
mezvinsky236,mezvinsky,mezvinsky242,child,1,Page 1,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274_001_013_004.tif,ms0274_001_013_004.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_001_013_004_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_001_013_004_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274_001_013_004.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky237,mezvinsky,mezvinsky242,child,2,Page 2,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274_001_013_005.tif,ms0274_001_013_005.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_001_013_005_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_001_013_005_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274_001_013_005.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky238,mezvinsky,mezvinsky242,child,3,Page 3,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274_001_013_006.tif,ms0274_001_013_006.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_001_013_006_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_001_013_006_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274_001_013_006.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky239,mezvinsky,mezvinsky242,child,4,Page 4,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274_001_013_007.tif,ms0274_001_013_007.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_001_013_007_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_001_013_007_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274_001_013_007.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky240,mezvinsky,mezvinsky242,child,5,Page 5,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274_001_013_008.tif,ms0274_001_013_008.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_001_013_008_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_001_013_008_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274_001_013_008.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky241,mezvinsky,mezvinsky242,child,6,Page 6,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274_001_013_009.tif,ms0274_001_013_009.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_001_013_009_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_001_013_009_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274_001_013_009.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky245,mezvinsky,,complex,0,"Identification card for Edward Mezvinsky, U.S. House of Representatives, 1st District of Iowa, Democrat--1st term, 1973-1974",MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,Congressional identification card for Edward Mezvinsky during his first term as a U.S. Representative for Iowa's 1st District.,eng,,,,,,,,,,United States. Congress. House,http://id.loc.gov/authorities/names/n79107874,1970s,1 item,,,identity cards,http://vocab.getty.edu/aat/300026799,Text,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,1973,2018-09-28,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,https://n2t.net/ark:/87292/w9vk2p,,,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_010_013001_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_010_013001_th.jpg,,https://digitalcollections.iastatedigital.org/objects/mezvinsky/pdf/mezvinsky245.pdf,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital; Digitized with Plustek
mezvinsky243,mezvinsky,mezvinsky245,child,1,Front,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274_010_013001.tif,ms0274_010_013001.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_010_013001_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_010_013001_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274_010_013001.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky244,mezvinsky,mezvinsky245,child,2,Back,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274_010_013002.tif,ms0274_010_013002.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_010_013002_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_010_013002_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274_010_013002.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky248,mezvinsky,,complex,0,"Ticket to attend the inauguration ceremonies on January 20, 1973",MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,"Ticket to attend Richard Nixon's inauguration ceremonies held on January 20, 1973. The ticket reads ""January Twentieth 1973, Inauguration Ceremonies, The bearer is a MEMBER OF THE HOUSE OF REPRESENTATIVES, Admit to the House Wing of the Capitol and to the Platform, NOT TRANSFERABLE, Howard W Cannon, Marlow W Cook, Co-chairmen, Committee on Arrangements, PLATFORM.""",eng,Presidents--Inauguration,http://id.worldcat.org/fast/1075771,,,,,,,,,,1970s,1 item,,,admission tickets,http://vocab.getty.edu/aat/300133073,Text,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,1973,2018-09-28,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,https://n2t.net/ark:/87292/w9qs14,,,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_001_013_001_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_001_013_001_th.jpg,,https://digitalcollections.iastatedigital.org/objects/mezvinsky/pdf/mezvinsky248.pdf,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital; Digitized with Plustek
mezvinsky246,mezvinsky,mezvinsky248,child,1,Front,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274_001_013_001.tif,ms0274_001_013_001.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_001_013_001_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_001_013_001_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274_001_013_001.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
